TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	12/04/22
TIME	15:06:56
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	2000.0000
LASTX	750.0000
NPOINTS	1251
FIRSTY	0.02766
MAXY	0.58329
MINY	0.02762
XYDATA
2000.0000	0.02766
1999.0000	0.02767
1998.0000	0.02766
1997.0000	0.02763
1996.0000	0.02764
1995.0000	0.02767
1994.0000	0.02772
1993.0000	0.0277
1992.0000	0.02767
1991.0000	0.02764
1990.0000	0.02762
1989.0000	0.02766
1988.0000	0.02765
1987.0000	0.02762
1986.0000	0.02767
1985.0000	0.02766
1984.0000	0.02766
1983.0000	0.02767
1982.0000	0.02769
1981.0000	0.02772
1980.0000	0.0277
1979.0000	0.02772
1978.0000	0.02768
1977.0000	0.0277
1976.0000	0.02771
1975.0000	0.02772
1974.0000	0.02775
1973.0000	0.02775
1972.0000	0.02772
1971.0000	0.02771
1970.0000	0.02771
1969.0000	0.02773
1968.0000	0.02772
1967.0000	0.02771
1966.0000	0.0277
1965.0000	0.02767
1964.0000	0.02768
1963.0000	0.02769
1962.0000	0.02769
1961.0000	0.02768
1960.0000	0.02768
1959.0000	0.02768
1958.0000	0.02765
1957.0000	0.02766
1956.0000	0.02766
1955.0000	0.02769
1954.0000	0.02772
1953.0000	0.02774
1952.0000	0.02776
1951.0000	0.02772
1950.0000	0.02774
1949.0000	0.02773
1948.0000	0.02775
1947.0000	0.02777
1946.0000	0.02773
1945.0000	0.02768
1944.0000	0.02769
1943.0000	0.0277
1942.0000	0.02771
1941.0000	0.02772
1940.0000	0.02773
1939.0000	0.02771
1938.0000	0.02768
1937.0000	0.02769
1936.0000	0.02769
1935.0000	0.0277
1934.0000	0.02771
1933.0000	0.02767
1932.0000	0.02769
1931.0000	0.02772
1930.0000	0.02777
1929.0000	0.02777
1928.0000	0.02781
1927.0000	0.02775
1926.0000	0.02777
1925.0000	0.02774
1924.0000	0.02774
1923.0000	0.02773
1922.0000	0.02773
1921.0000	0.0277
1920.0000	0.02769
1919.0000	0.02772
1918.0000	0.02778
1917.0000	0.02781
1916.0000	0.02779
1915.0000	0.02782
1914.0000	0.02783
1913.0000	0.02781
1912.0000	0.02779
1911.0000	0.02778
1910.0000	0.02779
1909.0000	0.02787
1908.0000	0.02788
1907.0000	0.02786
1906.0000	0.02783
1905.0000	0.02779
1904.0000	0.02774
1903.0000	0.02773
1902.0000	0.02774
1901.0000	0.02777
1900.0000	0.02778
1899.0000	0.02779
1898.0000	0.02783
1897.0000	0.02785
1896.0000	0.02789
1895.0000	0.02786
1894.0000	0.02783
1893.0000	0.02779
1892.0000	0.02779
1891.0000	0.0278
1890.0000	0.02785
1889.0000	0.02783
1888.0000	0.02781
1887.0000	0.02784
1886.0000	0.02784
1885.0000	0.02787
1884.0000	0.02787
1883.0000	0.02788
1882.0000	0.02788
1881.0000	0.0279
1880.0000	0.02793
1879.0000	0.02795
1878.0000	0.02792
1877.0000	0.02789
1876.0000	0.02787
1875.0000	0.02788
1874.0000	0.02788
1873.0000	0.02787
1872.0000	0.02786
1871.0000	0.02788
1870.0000	0.02788
1869.0000	0.02786
1868.0000	0.02787
1867.0000	0.02792
1866.0000	0.02798
1865.0000	0.028
1864.0000	0.02797
1863.0000	0.02797
1862.0000	0.02797
1861.0000	0.02798
1860.0000	0.02798
1859.0000	0.02797
1858.0000	0.02798
1857.0000	0.02798
1856.0000	0.028
1855.0000	0.02802
1854.0000	0.02803
1853.0000	0.02804
1852.0000	0.02806
1851.0000	0.02806
1850.0000	0.0281
1849.0000	0.02808
1848.0000	0.02805
1847.0000	0.02803
1846.0000	0.02805
1845.0000	0.0281
1844.0000	0.02813
1843.0000	0.02816
1842.0000	0.02815
1841.0000	0.02815
1840.0000	0.02815
1839.0000	0.02818
1838.0000	0.02818
1837.0000	0.02817
1836.0000	0.02815
1835.0000	0.02815
1834.0000	0.02819
1833.0000	0.02822
1832.0000	0.02823
1831.0000	0.02821
1830.0000	0.02823
